suite,case,family,strategy,repeat,config_name,config,raw_outcome,final_classification,stop_reason,truncation,saw_unknown,root_outcome,proposals,unique_programs,verification_calls,cache_hits,states_explored,nodes,patch_len,accepted_chain_len,exit_code,wall_ms,replay_exit,replay_wall_ms,replay_ok,model_sha256,contract_sha256,binary_sha256,source_id,artifact_path,reused_from_previous
pilot,p1_cross,one_defect,a,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,1,2,2,0,92,2,1,1,0,8,0,4,True,7c9fef404ddb1d3e9cfc3c58b6e7efa47fdddb5a64d7e4d8ff9aa5d2aa804ce0,44ce09ff05f04a83c2cb86e468f4031d94f21c869e2d2aa28bb6e6502d3a1590,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_cross__main__a__r3/artifact.json,False
pilot,p1_cross,one_defect,a,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",repaired,repaired,solved,,False,FAIL,1,2,2,0,92,2,1,1,0,7,0,4,True,7c9fef404ddb1d3e9cfc3c58b6e7efa47fdddb5a64d7e4d8ff9aa5d2aa804ce0,44ce09ff05f04a83c2cb86e468f4031d94f21c869e2d2aa28bb6e6502d3a1590,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_cross__tight__a__r1/artifact.json,False
pilot,p1_cross,one_defect,b,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,1,2,2,0,92,2,1,1,0,8,0,4,True,7c9fef404ddb1d3e9cfc3c58b6e7efa47fdddb5a64d7e4d8ff9aa5d2aa804ce0,44ce09ff05f04a83c2cb86e468f4031d94f21c869e2d2aa28bb6e6502d3a1590,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_cross__main__b__r1/artifact.json,False
pilot,p1_cross,one_defect,b,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,1,2,2,0,92,2,1,1,0,7,0,4,True,7c9fef404ddb1d3e9cfc3c58b6e7efa47fdddb5a64d7e4d8ff9aa5d2aa804ce0,44ce09ff05f04a83c2cb86e468f4031d94f21c869e2d2aa28bb6e6502d3a1590,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_cross__main__b__r2/artifact.json,False
pilot,p1_cross,one_defect,b,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,1,2,2,0,92,2,1,1,0,8,0,4,True,7c9fef404ddb1d3e9cfc3c58b6e7efa47fdddb5a64d7e4d8ff9aa5d2aa804ce0,44ce09ff05f04a83c2cb86e468f4031d94f21c869e2d2aa28bb6e6502d3a1590,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_cross__main__b__r3/artifact.json,False
pilot,p1_cross,one_defect,b,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",repaired,repaired,solved,,False,FAIL,1,2,2,0,92,2,1,1,0,8,0,4,True,7c9fef404ddb1d3e9cfc3c58b6e7efa47fdddb5a64d7e4d8ff9aa5d2aa804ce0,44ce09ff05f04a83c2cb86e468f4031d94f21c869e2d2aa28bb6e6502d3a1590,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_cross__tight__b__r1/artifact.json,False
pilot,p1_cross,one_defect,c,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,1,2,2,0,92,2,1,1,0,8,0,4,True,7c9fef404ddb1d3e9cfc3c58b6e7efa47fdddb5a64d7e4d8ff9aa5d2aa804ce0,44ce09ff05f04a83c2cb86e468f4031d94f21c869e2d2aa28bb6e6502d3a1590,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_cross__main__c__r1/artifact.json,False
pilot,p1_cross,one_defect,c,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,1,2,2,0,92,2,1,1,0,7,0,4,True,7c9fef404ddb1d3e9cfc3c58b6e7efa47fdddb5a64d7e4d8ff9aa5d2aa804ce0,44ce09ff05f04a83c2cb86e468f4031d94f21c869e2d2aa28bb6e6502d3a1590,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_cross__main__c__r2/artifact.json,False
pilot,p1_cross,one_defect,c,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,1,2,2,0,92,2,1,1,0,7,0,4,True,7c9fef404ddb1d3e9cfc3c58b6e7efa47fdddb5a64d7e4d8ff9aa5d2aa804ce0,44ce09ff05f04a83c2cb86e468f4031d94f21c869e2d2aa28bb6e6502d3a1590,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_cross__main__c__r3/artifact.json,False
pilot,p1_cross,one_defect,c,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",repaired,repaired,solved,,False,FAIL,1,2,2,0,92,2,1,1,0,7,0,4,True,7c9fef404ddb1d3e9cfc3c58b6e7efa47fdddb5a64d7e4d8ff9aa5d2aa804ce0,44ce09ff05f04a83c2cb86e468f4031d94f21c869e2d2aa28bb6e6502d3a1590,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p1_cross__tight__c__r1/artifact.json,False
pilot,p2_same,two_defects,a,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",no_acceptable_candidate,no_acceptable_candidate,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,5,0,0,1,232,0,277,True,55f219183fbc236d9e6c9b159b4805d7596a0dee03fe0a5669175067c008768b,f86965090ed6120492bfcf6787048bcdabff9048f2f0e9085a9bea877a5adfff,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_same__main__a__r1/artifact.json,False
pilot,p2_same,two_defects,a,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",no_acceptable_candidate,no_acceptable_candidate,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,5,0,0,1,233,0,278,True,55f219183fbc236d9e6c9b159b4805d7596a0dee03fe0a5669175067c008768b,f86965090ed6120492bfcf6787048bcdabff9048f2f0e9085a9bea877a5adfff,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_same__main__a__r2/artifact.json,False
pilot,p2_same,two_defects,a,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",no_acceptable_candidate,no_acceptable_candidate,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,5,0,0,1,231,0,276,True,55f219183fbc236d9e6c9b159b4805d7596a0dee03fe0a5669175067c008768b,f86965090ed6120492bfcf6787048bcdabff9048f2f0e9085a9bea877a5adfff,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_same__main__a__r3/artifact.json,False
pilot,p2_same,two_defects,a,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",budget_exhausted,budget_exhausted,verification-budget,,False,FAIL,4,4,4,0,7998,4,0,0,1,190,0,233,True,55f219183fbc236d9e6c9b159b4805d7596a0dee03fe0a5669175067c008768b,f86965090ed6120492bfcf6787048bcdabff9048f2f0e9085a9bea877a5adfff,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_same__tight__a__r1/artifact.json,False
pilot,p2_same,two_defects,b,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,7,7,7,1,13445,7,2,2,0,309,0,392,True,55f219183fbc236d9e6c9b159b4805d7596a0dee03fe0a5669175067c008768b,f86965090ed6120492bfcf6787048bcdabff9048f2f0e9085a9bea877a5adfff,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_same__main__b__r1/artifact.json,False
pilot,p2_same,two_defects,b,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,7,7,7,1,13445,7,2,2,0,310,0,392,True,55f219183fbc236d9e6c9b159b4805d7596a0dee03fe0a5669175067c008768b,f86965090ed6120492bfcf6787048bcdabff9048f2f0e9085a9bea877a5adfff,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_same__main__b__r2/artifact.json,False
pilot,p2_same,two_defects,b,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,7,7,7,1,13445,7,2,2,0,309,0,389,True,55f219183fbc236d9e6c9b159b4805d7596a0dee03fe0a5669175067c008768b,f86965090ed6120492bfcf6787048bcdabff9048f2f0e9085a9bea877a5adfff,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_same__main__b__r3/artifact.json,False
pilot,p2_same,two_defects,b,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",budget_exhausted,budget_exhausted,verification-budget,,False,FAIL,4,4,4,0,7998,4,0,0,1,213,0,233,True,55f219183fbc236d9e6c9b159b4805d7596a0dee03fe0a5669175067c008768b,f86965090ed6120492bfcf6787048bcdabff9048f2f0e9085a9bea877a5adfff,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_same__tight__b__r1/artifact.json,False
pilot,p2_same,two_defects,c,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,5,6,6,0,11610,6,2,2,0,268,0,347,True,55f219183fbc236d9e6c9b159b4805d7596a0dee03fe0a5669175067c008768b,f86965090ed6120492bfcf6787048bcdabff9048f2f0e9085a9bea877a5adfff,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_same__main__c__r1/artifact.json,False
pilot,p2_same,two_defects,c,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,5,6,6,0,11610,6,2,2,0,269,0,351,True,55f219183fbc236d9e6c9b159b4805d7596a0dee03fe0a5669175067c008768b,f86965090ed6120492bfcf6787048bcdabff9048f2f0e9085a9bea877a5adfff,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_same__main__c__r2/artifact.json,False
pilot,p2_same,two_defects,c,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,5,6,6,0,11610,6,2,2,0,271,0,350,True,55f219183fbc236d9e6c9b159b4805d7596a0dee03fe0a5669175067c008768b,f86965090ed6120492bfcf6787048bcdabff9048f2f0e9085a9bea877a5adfff,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_same__main__c__r3/artifact.json,False
pilot,p2_same,two_defects,c,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",budget_exhausted,budget_exhausted,verification-budget,,False,FAIL,4,4,4,0,7998,4,0,0,1,190,0,235,True,55f219183fbc236d9e6c9b159b4805d7596a0dee03fe0a5669175067c008768b,f86965090ed6120492bfcf6787048bcdabff9048f2f0e9085a9bea877a5adfff,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_same__tight__c__r1/artifact.json,False
pilot,p2_cross,two_defects,a,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",no_acceptable_candidate,no_acceptable_candidate,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,5,0,0,1,233,0,277,True,18dd5e237aac11a88826f1aa7ffb1319ba3d9e014266ada2243f40e37e424e88,01c5602a913f4a71c2a63aee2baee391b7e91623f24291040cd318aa9ce7771b,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_cross__main__a__r1/artifact.json,False
pilot,p2_cross,two_defects,a,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",no_acceptable_candidate,no_acceptable_candidate,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,5,0,0,1,233,0,275,True,18dd5e237aac11a88826f1aa7ffb1319ba3d9e014266ada2243f40e37e424e88,01c5602a913f4a71c2a63aee2baee391b7e91623f24291040cd318aa9ce7771b,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_cross__main__a__r2/artifact.json,False
pilot,p2_cross,two_defects,a,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",no_acceptable_candidate,no_acceptable_candidate,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,5,0,0,1,233,0,278,True,18dd5e237aac11a88826f1aa7ffb1319ba3d9e014266ada2243f40e37e424e88,01c5602a913f4a71c2a63aee2baee391b7e91623f24291040cd318aa9ce7771b,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_cross__main__a__r3/artifact.json,False
pilot,p2_cross,two_defects,a,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",budget_exhausted,budget_exhausted,verification-budget,,False,FAIL,4,4,4,0,7998,4,0,0,1,190,0,234,True,18dd5e237aac11a88826f1aa7ffb1319ba3d9e014266ada2243f40e37e424e88,01c5602a913f4a71c2a63aee2baee391b7e91623f24291040cd318aa9ce7771b,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_cross__tight__a__r1/artifact.json,False
pilot,p2_cross,two_defects,b,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,7,7,7,1,13445,7,2,2,0,309,0,391,True,18dd5e237aac11a88826f1aa7ffb1319ba3d9e014266ada2243f40e37e424e88,01c5602a913f4a71c2a63aee2baee391b7e91623f24291040cd318aa9ce7771b,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_cross__main__b__r1/artifact.json,False
pilot,p2_cross,two_defects,b,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,7,7,7,1,13445,7,2,2,0,309,0,390,True,18dd5e237aac11a88826f1aa7ffb1319ba3d9e014266ada2243f40e37e424e88,01c5602a913f4a71c2a63aee2baee391b7e91623f24291040cd318aa9ce7771b,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_cross__main__b__r2/artifact.json,False
pilot,p2_cross,two_defects,b,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,7,7,7,1,13445,7,2,2,0,308,0,390,True,18dd5e237aac11a88826f1aa7ffb1319ba3d9e014266ada2243f40e37e424e88,01c5602a913f4a71c2a63aee2baee391b7e91623f24291040cd318aa9ce7771b,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_cross__main__b__r3/artifact.json,False
pilot,p2_cross,two_defects,b,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",budget_exhausted,budget_exhausted,verification-budget,,False,FAIL,4,4,4,0,7998,4,0,0,1,192,0,236,True,18dd5e237aac11a88826f1aa7ffb1319ba3d9e014266ada2243f40e37e424e88,01c5602a913f4a71c2a63aee2baee391b7e91623f24291040cd318aa9ce7771b,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_cross__tight__b__r1/artifact.json,False
pilot,p2_cross,two_defects,c,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,5,6,6,0,11610,6,2,2,0,268,0,351,True,18dd5e237aac11a88826f1aa7ffb1319ba3d9e014266ada2243f40e37e424e88,01c5602a913f4a71c2a63aee2baee391b7e91623f24291040cd318aa9ce7771b,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_cross__main__c__r1/artifact.json,False
pilot,p2_cross,two_defects,c,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,5,6,6,0,11610,6,2,2,0,269,0,351,True,18dd5e237aac11a88826f1aa7ffb1319ba3d9e014266ada2243f40e37e424e88,01c5602a913f4a71c2a63aee2baee391b7e91623f24291040cd318aa9ce7771b,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_cross__main__c__r2/artifact.json,False
pilot,p2_cross,two_defects,c,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",repaired,repaired,solved,,False,FAIL,5,6,6,0,11610,6,2,2,0,270,0,350,True,18dd5e237aac11a88826f1aa7ffb1319ba3d9e014266ada2243f40e37e424e88,01c5602a913f4a71c2a63aee2baee391b7e91623f24291040cd318aa9ce7771b,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_cross__main__c__r3/artifact.json,False
pilot,p2_cross,two_defects,c,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",budget_exhausted,budget_exhausted,verification-budget,,False,FAIL,4,4,4,0,7998,4,0,0,1,191,0,236,True,18dd5e237aac11a88826f1aa7ffb1319ba3d9e014266ada2243f40e37e424e88,01c5602a913f4a71c2a63aee2baee391b7e91623f24291040cd318aa9ce7771b,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p2_cross__tight__c__r1/artifact.json,False
pilot,p3_same,three_defects,a,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,695,0,1360,True,19fd91b21fb876402c34937eb3ffda419ff4f79065ba76f1a94a02aa865b6e2c,7395bc4059b70d512abd1334c8e2f11243f59eb5340d81430e4df5a94c34bb3f,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_same__main__a__r1/artifact.json,False
pilot,p3_same,three_defects,a,2,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,692,0,1363,True,19fd91b21fb876402c34937eb3ffda419ff4f79065ba76f1a94a02aa865b6e2c,7395bc4059b70d512abd1334c8e2f11243f59eb5340d81430e4df5a94c34bb3f,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_same__main__a__r2/artifact.json,False
pilot,p3_same,three_defects,a,3,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,691,0,1363,True,19fd91b21fb876402c34937eb3ffda419ff4f79065ba76f1a94a02aa865b6e2c,7395bc4059b70d512abd1334c8e2f11243f59eb5340d81430e4df5a94c34bb3f,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_same__main__a__r3/artifact.json,False
pilot,p3_same,three_defects,a,1,tight,"{""candidate_budget"":8,""max_depth"":1,""max_total_edits"":1,""verification_budget"":4}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,695,0,1359,True,19fd91b21fb876402c34937eb3ffda419ff4f79065ba76f1a94a02aa865b6e2c,7395bc4059b70d512abd1334c8e2f11243f59eb5340d81430e4df5a94c34bb3f,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_same__tight__a__r1/artifact.json,False
pilot,p3_same,three_defects,b,1,main,"{""candidate_budget"":64,""max_depth"":4,""max_total_edits"":4,""verification_budget"":64}",analysis_unknown,analysis_unknown,root-unknown,,True,UNKNOWN,0,1,1,0,20001,1,0,0,3,693,0,1361,True,19fd91b21fb876402c34937eb3ffda419ff4f79065ba76f1a94a02aa865b6e2c,7395bc4059b70d512abd1334c8e2f11243f59eb5340d81430e4df5a94c34bb3f,65a8f633f986e890d2e4256700db3ab62c1ee3b69418af30e61531b3c96b62c6,e8480c4a54840e68d7cf3a62c5075e4fc02e6966+dirty:e3b0c44298fc,/Users/kevin/local-repos/ConcIR/experiments/pilot-v1/raw/pilot/p3_same__main__b__r1/artifact.json,False
