stage,suite,case,family,config_name,strategy,repeat,raw_outcome,final_classification,evidence_status,stop_reason,truncation,saw_unknown,root_outcome,proposals,unique_programs,verification_calls,cache_hits,states_explored,transitions_explored,nodes,patch_len,accepted_chain_len,exit_code,wall_ms,search_wall_ms,replay_exit,replay_wall_ms,replay_ok,artifact_sha256,artifact_path,reused_from
repair,pilot,e_module_order,enumerate_order,main,b,2,repaired,repaired,complete,solved,,False,FAIL,7,7,7,1,13445,,7,2,2,0,313,313,0,393,True,1729ffdfc8f940800206d662d3f5c2b7c333541915ee18501e1c59800c289dd6,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_module_order__main__b__r2/attempt-001/artifact.json,
repair,pilot,e_module_order,enumerate_order,main,b,3,repaired,repaired,complete,solved,,False,FAIL,7,7,7,1,13445,,7,2,2,0,315,315,0,395,True,1729ffdfc8f940800206d662d3f5c2b7c333541915ee18501e1c59800c289dd6,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_module_order__main__b__r3/attempt-001/artifact.json,
repair,pilot,e_module_order,enumerate_order,main,c,1,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,11610,,6,2,2,0,273,273,0,354,True,3ec0b242ef810dab0a0a14584124c18b96d4d334e678bc6dfb4b2a82d89d8997,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_module_order__main__c__r1/attempt-001/artifact.json,
repair,pilot,e_module_order,enumerate_order,main,c,2,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,11610,,6,2,2,0,273,273,0,353,True,3ec0b242ef810dab0a0a14584124c18b96d4d334e678bc6dfb4b2a82d89d8997,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_module_order__main__c__r2/attempt-001/artifact.json,
repair,pilot,e_module_order,enumerate_order,main,c,3,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,11610,,6,2,2,0,292,292,0,357,True,3ec0b242ef810dab0a0a14584124c18b96d4d334e678bc6dfb4b2a82d89d8997,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_module_order__main__c__r3/attempt-001/artifact.json,
repair,pilot,e_module_order,enumerate_order,tight,a,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,7998,,4,0,0,1,193,193,0,237,True,e07f1cb1a84e32a46539f22b82be0b5ac421a595fd98f31632a5912b30c36629,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_module_order__tight__a__r1/attempt-001/artifact.json,
repair,pilot,e_module_order,enumerate_order,tight,b,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,7998,,4,0,0,1,192,192,0,239,True,7322d98756569b2bf95f390c64f0e3c6c09fed23c43056243630ec112ad89be5,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_module_order__tight__b__r1/attempt-001/artifact.json,
repair,pilot,e_module_order,enumerate_order,tight,c,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,7998,,4,0,0,1,192,192,0,240,True,49a7ee4926ba337161e471da46f3158931728dbe35f56741039b0ffaf82dce6e,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_module_order__tight__c__r1/attempt-001/artifact.json,
repair,pilot,e_name_order,enumerate_order,main,a,1,no_acceptable_candidate,no_acceptable_candidate,complete,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,,5,0,0,1,235,235,0,280,True,dc8bd7939914e3a19c5eacdd68d1cb070c9c15fdcd6e2fa53b06b9f8cf04f7e7,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_name_order__main__a__r1/attempt-001/artifact.json,
repair,pilot,e_name_order,enumerate_order,main,a,2,no_acceptable_candidate,no_acceptable_candidate,complete,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,,5,0,0,1,237,237,0,280,True,dc8bd7939914e3a19c5eacdd68d1cb070c9c15fdcd6e2fa53b06b9f8cf04f7e7,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_name_order__main__a__r2/attempt-001/artifact.json,
repair,pilot,e_name_order,enumerate_order,main,a,3,no_acceptable_candidate,no_acceptable_candidate,complete,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,,5,0,0,1,235,235,0,276,True,dc8bd7939914e3a19c5eacdd68d1cb070c9c15fdcd6e2fa53b06b9f8cf04f7e7,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_name_order__main__a__r3/attempt-001/artifact.json,
repair,pilot,e_name_order,enumerate_order,main,b,1,repaired,repaired,complete,solved,,False,FAIL,7,7,7,1,13445,,7,2,2,0,317,317,0,396,True,68743c1f344457fe8118a68f6c1e6eda192cf235ea6fc7ffee4b70f7b6ad529d,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_name_order__main__b__r1/attempt-001/artifact.json,
repair,pilot,e_name_order,enumerate_order,main,b,2,repaired,repaired,complete,solved,,False,FAIL,7,7,7,1,13445,,7,2,2,0,314,314,0,394,True,68743c1f344457fe8118a68f6c1e6eda192cf235ea6fc7ffee4b70f7b6ad529d,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_name_order__main__b__r2/attempt-001/artifact.json,
repair,pilot,e_name_order,enumerate_order,main,b,3,repaired,repaired,complete,solved,,False,FAIL,7,7,7,1,13445,,7,2,2,0,309,309,0,394,True,68743c1f344457fe8118a68f6c1e6eda192cf235ea6fc7ffee4b70f7b6ad529d,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_name_order__main__b__r3/attempt-001/artifact.json,
repair,pilot,e_name_order,enumerate_order,main,c,1,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,11610,,6,2,2,0,272,272,0,352,True,2eeec43aa6e146151f62c1975949bd424785f1d43facd60c05dc1fe85d7c9551,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_name_order__main__c__r1/attempt-001/artifact.json,
repair,pilot,e_name_order,enumerate_order,main,c,2,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,11610,,6,2,2,0,277,277,0,351,True,2eeec43aa6e146151f62c1975949bd424785f1d43facd60c05dc1fe85d7c9551,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_name_order__main__c__r2/attempt-001/artifact.json,
repair,pilot,e_name_order,enumerate_order,main,c,3,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,11610,,6,2,2,0,273,273,0,375,True,2eeec43aa6e146151f62c1975949bd424785f1d43facd60c05dc1fe85d7c9551,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_name_order__main__c__r3/attempt-001/artifact.json,
repair,pilot,e_name_order,enumerate_order,tight,a,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,7998,,4,0,0,1,193,193,0,237,True,82f046a4e219752487fab28a69a2a082cde486f7eef040e89eb78d76ec436ca2,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_name_order__tight__a__r1/attempt-001/artifact.json,
repair,pilot,e_name_order,enumerate_order,tight,b,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,7998,,4,0,0,1,192,192,0,238,True,4b2cf6ac7fb1234d67e9d1b1b151d990d00d99309db6998e027f291b3defef3f,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_name_order__tight__b__r1/attempt-001/artifact.json,
repair,pilot,e_name_order,enumerate_order,tight,c,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,7998,,4,0,0,1,192,192,0,238,True,7594b2344b0a62840701950dda7f5dfa1c88ec70f6245920fc7c98e2e5fbd23b,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/e_name_order__tight__c__r1/attempt-001/artifact.json,
repair,pilot,p1_cross_shared,one_defect,main,a,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,5,True,fcb73e59aa6c60c327597febee087e353b572296ae49a1b060af6527ad1c580a,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_cross_shared__main__a__r1/attempt-001/artifact.json,
repair,pilot,p1_cross_shared,one_defect,main,a,2,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,fcb73e59aa6c60c327597febee087e353b572296ae49a1b060af6527ad1c580a,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_cross_shared__main__a__r2/attempt-001/artifact.json,
repair,pilot,p1_cross_shared,one_defect,main,a,3,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,fcb73e59aa6c60c327597febee087e353b572296ae49a1b060af6527ad1c580a,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_cross_shared__main__a__r3/attempt-001/artifact.json,
repair,pilot,p1_cross_shared,one_defect,main,b,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,524b8e55f23ca5b9346945e1a38ca859c0a9b38d20432e244aad9f65cb92ba28,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_cross_shared__main__b__r1/attempt-001/artifact.json,
repair,pilot,p1_cross_shared,one_defect,main,b,2,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,524b8e55f23ca5b9346945e1a38ca859c0a9b38d20432e244aad9f65cb92ba28,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_cross_shared__main__b__r2/attempt-001/artifact.json,
repair,pilot,p1_cross_shared,one_defect,main,b,3,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,524b8e55f23ca5b9346945e1a38ca859c0a9b38d20432e244aad9f65cb92ba28,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_cross_shared__main__b__r3/attempt-001/artifact.json,
repair,pilot,p1_cross_shared,one_defect,main,c,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,c0695731400d6ff9b43b3ed1d5de55e3c6f6e8e8ddf9fe3a42a1da61782bdd66,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_cross_shared__main__c__r1/attempt-001/artifact.json,
repair,pilot,p1_cross_shared,one_defect,main,c,2,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,c0695731400d6ff9b43b3ed1d5de55e3c6f6e8e8ddf9fe3a42a1da61782bdd66,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_cross_shared__main__c__r2/attempt-001/artifact.json,
repair,pilot,p1_cross_shared,one_defect,main,c,3,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,c0695731400d6ff9b43b3ed1d5de55e3c6f6e8e8ddf9fe3a42a1da61782bdd66,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_cross_shared__main__c__r3/attempt-001/artifact.json,
repair,pilot,p1_cross_shared,one_defect,tight,a,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,ec53468fee8179c6463b0304c2aa1812d6fc77ea9269d003e866ff3dc2440f29,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_cross_shared__tight__a__r1/attempt-001/artifact.json,
repair,pilot,p1_cross_shared,one_defect,tight,b,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,e42fd19776921a90cfa56988d2efa2a4ca18d256c66a1e1dfc4edb1e278a7cf0,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_cross_shared__tight__b__r1/attempt-001/artifact.json,
repair,pilot,p1_cross_shared,one_defect,tight,c,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,7,7,0,4,True,9709abe66e8f2aac04880145bad512ec4d1ae7951d38920031d370d799bfff3d,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_cross_shared__tight__c__r1/attempt-001/artifact.json,
repair,pilot,p1_interf,interference,main,a,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,532,,2,1,1,0,16,16,0,20,True,5754ef08b0ee8a4e5a12e3fb008e4e9ff429372b54f49ee4c531a7a440b8481f,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_interf__main__a__r1/attempt-001/artifact.json,
repair,pilot,p1_interf,interference,main,a,2,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,532,,2,1,1,0,16,16,0,20,True,5754ef08b0ee8a4e5a12e3fb008e4e9ff429372b54f49ee4c531a7a440b8481f,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_interf__main__a__r2/attempt-001/artifact.json,
repair,pilot,p1_interf,interference,main,a,3,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,532,,2,1,1,0,17,17,0,21,True,5754ef08b0ee8a4e5a12e3fb008e4e9ff429372b54f49ee4c531a7a440b8481f,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_interf__main__a__r3/attempt-001/artifact.json,
repair,pilot,p1_interf,interference,main,b,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,532,,2,1,1,0,16,16,0,20,True,9f66184363aa1b3a051b9b0d7d24ea7ca1b8ab11b56d0543b9b57bdc0a096ab7,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_interf__main__b__r1/attempt-001/artifact.json,
repair,pilot,p1_interf,interference,main,b,2,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,532,,2,1,1,0,17,17,0,21,True,9f66184363aa1b3a051b9b0d7d24ea7ca1b8ab11b56d0543b9b57bdc0a096ab7,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_interf__main__b__r2/attempt-001/artifact.json,
repair,pilot,p1_interf,interference,main,b,3,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,532,,2,1,1,0,17,17,0,20,True,9f66184363aa1b3a051b9b0d7d24ea7ca1b8ab11b56d0543b9b57bdc0a096ab7,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_interf__main__b__r3/attempt-001/artifact.json,
repair,pilot,p1_interf,interference,main,c,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,532,,2,1,1,0,16,16,0,20,True,b699760166ca76fcbb9c89db1eaa09de228b6be588ffa21e8192d652053c7c1c,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_interf__main__c__r1/attempt-001/artifact.json,
repair,pilot,p1_interf,interference,main,c,2,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,532,,2,1,1,0,19,19,0,20,True,b699760166ca76fcbb9c89db1eaa09de228b6be588ffa21e8192d652053c7c1c,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_interf__main__c__r2/attempt-001/artifact.json,
repair,pilot,p1_interf,interference,main,c,3,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,532,,2,1,1,0,16,16,0,20,True,b699760166ca76fcbb9c89db1eaa09de228b6be588ffa21e8192d652053c7c1c,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_interf__main__c__r3/attempt-001/artifact.json,
repair,pilot,p1_interf,interference,tight,a,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,532,,2,1,1,0,17,17,0,21,True,656ce58e236f040ab88942f747ce1b2ab87c9f9f11cd20ca97f96b57c26d755e,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_interf__tight__a__r1/attempt-001/artifact.json,
repair,pilot,p1_interf,interference,tight,b,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,532,,2,1,1,0,16,16,0,20,True,45a3f61d9c85ede9edebc98a90cbcc443ad783f6394068fd1dcf9cfb68c7c71e,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_interf__tight__b__r1/attempt-001/artifact.json,
repair,pilot,p1_interf,interference,tight,c,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,532,,2,1,1,0,17,17,0,21,True,717ac14c9c3109a186ebbdd27fd041d730bd4ffcd30a0d4de177bdca9bd7960f,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_interf__tight__c__r1/attempt-001/artifact.json,
repair,pilot,p1_same,one_defect,main,a,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,dd81dac391f4a8164db85eab9ec4823a2a871652fcce02ac44a0ca90c701d9f6,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_same__main__a__r1/attempt-001/artifact.json,
repair,pilot,p1_same,one_defect,main,a,2,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,dd81dac391f4a8164db85eab9ec4823a2a871652fcce02ac44a0ca90c701d9f6,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_same__main__a__r2/attempt-001/artifact.json,
repair,pilot,p1_same,one_defect,main,a,3,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,dd81dac391f4a8164db85eab9ec4823a2a871652fcce02ac44a0ca90c701d9f6,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_same__main__a__r3/attempt-001/artifact.json,
repair,pilot,p1_same,one_defect,main,b,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,9d0687d0427ffd11bf626b1b475a7c3b5a6aa624374458b3c93dad9477d2a7b2,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_same__main__b__r1/attempt-001/artifact.json,
repair,pilot,p1_same,one_defect,main,b,2,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,9d0687d0427ffd11bf626b1b475a7c3b5a6aa624374458b3c93dad9477d2a7b2,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_same__main__b__r2/attempt-001/artifact.json,
repair,pilot,p1_same,one_defect,main,b,3,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,9d0687d0427ffd11bf626b1b475a7c3b5a6aa624374458b3c93dad9477d2a7b2,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_same__main__b__r3/attempt-001/artifact.json,
repair,pilot,p1_same,one_defect,main,c,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,7fd00962f6e0d7902ce2f7d94d86e1302d2b20b8c2d566e5d0e0933e551786c2,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_same__main__c__r1/attempt-001/artifact.json,
repair,pilot,p1_same,one_defect,main,c,2,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,7fd00962f6e0d7902ce2f7d94d86e1302d2b20b8c2d566e5d0e0933e551786c2,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_same__main__c__r2/attempt-001/artifact.json,
repair,pilot,p1_same,one_defect,main,c,3,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,7fd00962f6e0d7902ce2f7d94d86e1302d2b20b8c2d566e5d0e0933e551786c2,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_same__main__c__r3/attempt-001/artifact.json,
repair,pilot,p1_same,one_defect,tight,a,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,f5404a0b92705825880700deb17e37f2521f12b9b7c34b3c9c073795da75ebe4,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_same__tight__a__r1/attempt-001/artifact.json,
repair,pilot,p1_same,one_defect,tight,b,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,8,8,0,4,True,a5769aadfcb63818442bc7d9ff1ff0564b77ddfd585b21654269bb5d75376d6e,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_same__tight__b__r1/attempt-001/artifact.json,
repair,pilot,p1_same,one_defect,tight,c,1,repaired,repaired,complete,solved,,False,FAIL,1,2,2,0,92,,2,1,1,0,7,7,0,4,True,312ff2ca227257ddc0cf61bea49d9564bdf7cb9577884900b77412bf25544d40,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p1_same__tight__c__r1/attempt-001/artifact.json,
repair,pilot,p2_cross_independent,two_defects,main,a,1,no_acceptable_candidate,no_acceptable_candidate,complete,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,,5,0,0,1,235,235,0,281,True,5989a10c35f835eebc53797f6fbe49eec008146bc1cd8533aff1d6e09920a1d6,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_independent__main__a__r1/attempt-001/artifact.json,
repair,pilot,p2_cross_independent,two_defects,main,a,2,no_acceptable_candidate,no_acceptable_candidate,complete,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,,5,0,0,1,235,235,0,279,True,5989a10c35f835eebc53797f6fbe49eec008146bc1cd8533aff1d6e09920a1d6,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_independent__main__a__r2/attempt-001/artifact.json,
repair,pilot,p2_cross_independent,two_defects,main,a,3,no_acceptable_candidate,no_acceptable_candidate,complete,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,,5,0,0,1,235,235,0,280,True,5989a10c35f835eebc53797f6fbe49eec008146bc1cd8533aff1d6e09920a1d6,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_independent__main__a__r3/attempt-001/artifact.json,
repair,pilot,p2_cross_independent,two_defects,main,b,1,repaired,repaired,complete,solved,,False,FAIL,7,7,7,1,13445,,7,2,2,0,311,311,0,394,True,14e8d4a7ebc019f7406682850bb040d92deacc8587518e15433efdb6de798d53,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_independent__main__b__r1/attempt-001/artifact.json,
repair,pilot,p2_cross_independent,two_defects,main,b,2,repaired,repaired,complete,solved,,False,FAIL,7,7,7,1,13445,,7,2,2,0,312,312,0,416,True,14e8d4a7ebc019f7406682850bb040d92deacc8587518e15433efdb6de798d53,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_independent__main__b__r2/attempt-001/artifact.json,
repair,pilot,p2_cross_independent,two_defects,main,b,3,repaired,repaired,complete,solved,,False,FAIL,7,7,7,1,13445,,7,2,2,0,311,311,0,395,True,14e8d4a7ebc019f7406682850bb040d92deacc8587518e15433efdb6de798d53,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_independent__main__b__r3/attempt-001/artifact.json,
repair,pilot,p2_cross_independent,two_defects,main,c,1,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,11610,,6,2,2,0,270,270,0,353,True,e11f6880e08ef0bf4472fb08b9989860c5eb938816b744a29817dfa0f9d06b95,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_independent__main__c__r1/attempt-001/artifact.json,
repair,pilot,p2_cross_independent,two_defects,main,c,2,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,11610,,6,2,2,0,273,273,0,357,True,e11f6880e08ef0bf4472fb08b9989860c5eb938816b744a29817dfa0f9d06b95,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_independent__main__c__r2/attempt-001/artifact.json,
repair,pilot,p2_cross_independent,two_defects,main,c,3,repaired,repaired,complete,solved,,False,FAIL,5,6,6,0,11610,,6,2,2,0,273,273,0,353,True,e11f6880e08ef0bf4472fb08b9989860c5eb938816b744a29817dfa0f9d06b95,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_independent__main__c__r3/attempt-001/artifact.json,
repair,pilot,p2_cross_independent,two_defects,tight,a,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,7998,,4,0,0,1,192,192,0,235,True,eb1b2d9f6dcaf8d4b88c96093ed50510ea7ab9b58cd7fa769df24641d753b0e4,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_independent__tight__a__r1/attempt-001/artifact.json,
repair,pilot,p2_cross_independent,two_defects,tight,b,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,7998,,4,0,0,1,191,191,0,237,True,d28fe9795a50f942cefd1129d32d3420cb3d534907ef1d79784104226452b761,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_independent__tight__b__r1/attempt-001/artifact.json,
repair,pilot,p2_cross_independent,two_defects,tight,c,1,budget_exhausted,budget_exhausted,complete,verification-budget,,False,FAIL,4,4,4,0,7998,,4,0,0,1,195,195,0,236,True,a090e9def143a062f23b3146428859a63e2d7810c5ec9c7689af204ece6fdfa7,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_independent__tight__c__r1/attempt-001/artifact.json,
repair,pilot,p2_cross_shared,two_defects,main,a,1,no_acceptable_candidate,no_acceptable_candidate,complete,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,,5,0,0,1,239,239,0,282,True,d0fc4a4de9203509f4387a2f8635943626e28548c44d73926858636c65e8c190,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_shared__main__a__r1/attempt-001/artifact.json,
repair,pilot,p2_cross_shared,two_defects,main,a,2,no_acceptable_candidate,no_acceptable_candidate,complete,no-acceptable-candidate,,False,FAIL,4,5,5,0,9927,,5,0,0,1,237,237,0,282,True,d0fc4a4de9203509f4387a2f8635943626e28548c44d73926858636c65e8c190,/Users/kevin/local-repos/ConcIR/experiments/pilot-v2/results/batches/pilot-v2/raw/p2_cross_shared__main__a__r2/attempt-001/artifact.json,
